"_tags","createdAt","nameWithOwner","stargazerCount","description","repositoryTopicsList","primaryLanguage","languagesList","diskUsage","relatedTopicsList"
"[""app"",""virtual""]","2017-06-14T15:28:30Z","drscotthawley/SoundFieldsForever",5,"app suite for visualizing sound in d","[""acoustics"",""audio"",""virtual-reality"",""augmented-reality"",""data-visualization""]","C#","[""Java"",""Python"",""HTML"",""JavaScript"",""C#"",""GLSL"",""ShaderLab""]",59333,"[""api"",""http"",""rest-api"",""rest"",""swagger"",""music"",""latex"",""spotify"",""midi"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""visualization"",""graph"",""chart"",""charts""]"
"[""app"",""unity"",""vuforia""]","2017-08-30T19:35:26Z","dsu4rez/AR-bus-stop",6,"augmented reality app for madrid emt buses this app shows an ar panel with the bus arrivals information of the recognized bus stop not published due to the need of pay the vuforia license","[""unity"",""vuforia"",""csharp"",""augmented-reality""]","C#","[""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""C#"",""ShaderLab""]",51088,"[""game"",""unity3d"",""game-development"",""gamedev"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""dotnet"",""language"",""dotnet-core"",""c-sharp"",""asp-net-core"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""unity""]","2016-12-14T20:19:50Z","dwarcher/KinectMixedReality",15,"unity mixed realty project using the kinect for the htcvive","null","C#","[""C#"",""GLSL""]",19953,"null"
"[""hololens""]","2017-08-17T15:31:54Z","eacooper/HoloLensDistanceARApp",4,"source code for hololens application described in m kinateder j gualtieri mj dunn w jarosz x yang and ea cooper  using an augmented reality device as a distancebased vision aid  promise and limitations optometry  vision science  doi opx ","null","ShaderLab","[""C#"",""GLSL"",""ShaderLab""]",68,"null"
"[]","2019-01-20T16:24:16Z","ebellumat/ar-native",6,"a sample of augmented reality with nativescriptvue","null","JavaScript","[""CSS"",""Vue"",""JavaScript""]",2762,"null"
"[""android"",""sdk"",""unity"",""vuforia""]","2020-10-31T01:19:58Z","eby8zevin/unity-ARMarker",3,"markerbased augmented reality  unity","[""unity"",""unity3d"",""unity2d"",""csharp"",""ar"",""augmented-reality"",""marker-augmented-reality"",""marker-ar"",""android"",""vuforia"",""vuforia-sdk"",""vuforia-engine""]","C#","[""C#"",""ShaderLab"",""HLSL""]",3147,"[""game"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""dotnet"",""language"",""dotnet-core"",""c-sharp"",""asp-net-core"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""react-native"",""ios"",""react"",""mobile"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember""]"
"[]","2018-07-10T19:46:00Z","edkazar/MentorSystemUWPWebRTC",3,"system for telementoring with augmented reality  mentor system","null","PowerShell","[""C#"",""ShaderLab"",""PowerShell""]",323695,"null"
"[""ar-studio"",""facebook"",""sparkar"",""virtual"",""vr""]","2020-02-07T13:18:25Z","edoardottt/spark-ar-creators",110,"list of  and counting spark ar creators open an issue or contact me if you want to be added","[""spark"",""sparkar"",""augmented-reality"",""augmented-reality-applications"",""ar"",""spark-ar"",""spark-ar-studio"",""instagram"",""filter"",""filters"",""spark-ar-creators"",""vr"",""virtual-reality"",""instagram-feed"",""3d"",""ar-studio"",""photos"",""facebook-filter"",""facebook-face-recognition"",""facebook""]","Python","[""Python"",""JavaScript""]",3366,"[""hadoop"",""scala"",""kafka"",""java"",""big-data"",""tutorial"",""learning"",""education"",""example"",""godot"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""web"",""javascript"",""framework"",""frontend"",""webapp"",""python"",""dataset"",""metadata"",""seo"",""research"",""api"",""sdk"",""facebook"",""wrapper"",""google"",""java"",""framework"",""library"",""dependency-injection"",""design-patterns"",""image"",""svg"",""image-processing"",""icons"",""font"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""android"",""kotlin"",""mvvm"",""rxjava"",""kotlin-android"",""opengl"",""graphics"",""webgl"",""vulkan"",""image"",""svg"",""image-processing"",""icons"",""font"",""api"",""sdk"",""wrapper"",""google""]"
"[""app"",""ios""]","2018-02-27T10:28:18Z","eduDorus/PAWI",3,"ios app mit augmented reality","null","Swift","[""Swift""]",96148,"null"
"[]","2016-02-15T17:21:44Z","egaebel/lgtm",46,"the code for my thesis project looks good to me lgtm authentication for augmented reality this is a full implementation of lgtm that localizes a wireless transmitter and searches for a specific face at that location to authenticate two users trying to establish secure point to point communication","null","C++","[""C++"",""Shell"",""MATLAB"",""CMake"",""Makefile"",""Python"",""C""]",105224,"null"
"[""arkit"",""game"",""spritekit"",""swift""]","2017-07-04T18:15:36Z","eh3rrera/ARKitGameSpriteKit",87,"a game inspired by pokemon go build with arkit and spritekit","[""arkit"",""swift"",""spritekit"",""augmented-reality""]","Swift","[""Swift""]",1175,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""app"",""camera"",""ios"",""swift"",""web"",""xcode""]","2017-05-07T01:31:51Z","ellatronic/ScoutAR",27,"augmented reality app displays nearby restaurant information in a live camera and map view","[""swift-3"",""augmented-reality"",""mobile-app"",""maps"",""food"",""restaurants"",""swift"",""swift3"",""restaurant"",""restaurant-information"",""annotations"",""camera"",""foursquare-web"",""ios"",""ios-app"",""ios-swift"",""ios10"",""mobile"",""xcode"",""location-services""]","Swift","[""Swift""]",2752,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""gis"",""map"",""geospatial"",""openstreetmap"",""linux"",""macos"",""windows"",""osx"",""mac"",""aws"",""serverless"",""aws-lambda"",""lambda"",""terraform"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""css"",""html"",""javascript"",""html5"",""sass"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""javascript"",""nodejs"",""js"",""es6"",""javascript-library"",""video"",""ffmpeg"",""audio"",""streaming"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""rust"",""webassembly"",""wasm"",""linter"",""rust-lang"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""gis"",""map"",""maps"",""geospatial"",""openstreetmap""]"
"[""android"",""arcore""]","2020-11-02T12:23:15Z","engineerscodes/Augmented-Reality",3,"null","[""arcore-android""]","Java","[""Java""]",262,"[""discord"",""bot"",""discord-bot"",""slack"",""chatbot""]"
"[""apple""]","2020-04-25T17:42:12Z","eospi/AR-Apple-Store",4,"visit the apple store in augmented reality","null","null","null",46281,"null"
"[""apple"",""ios"",""macos"",""swift"",""xcode""]","2017-06-06T23:07:41Z","erenkabakci/WWDC-Recap",125,"a collection of session summaries in markdown format from wwdc    ","[""wwdc17"",""wwdc2017"",""markdown"",""apple"",""ios"",""swift"",""macos"",""machine-learning"",""augmented-reality"",""xcode"",""swift4"",""summary"",""keynote"",""conference"",""wwdc19"",""wwdc2019"",""swiftui"",""catalyst"",""wwdc2020"",""wwdc""]","null","null",19352,"[""deep-learning"",""tensorflow"",""keras"",""machine-learning"",""convolutional-neural-networks"",""lua"",""java"",""plugin"",""intellij"",""ide"",""electron"",""notes"",""electron-app"",""desktop"",""linux"",""macos"",""windows"",""osx"",""mac"",""swift"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""swiftui"",""objective-c"",""data-science"",""deep-learning"",""classification"",""machine-learning-algorithms"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""python"",""time-series"",""hacktoberfest"",""management"",""slides"",""awesome"",""awesome-list"",""list"",""hacktoberfest"",""resources"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""awesome"",""awesome-list"",""list"",""hacktoberfest"",""resources"",""swift"",""ios"",""macos"",""objective-c"",""web"",""javascript"",""framework"",""frontend"",""webapp"",""javascript"",""nodejs"",""js"",""es6"",""javascript-library""]"
"[]","2018-09-22T06:46:13Z","ernixrcommunity/WhARe",3,"indoor navigation using augmented reality","null","C#","[""C#"",""ShaderLab"",""Objective-C++"",""Java""]",86317,"null"
"[]","2016-06-15T14:05:01Z","es605/HTMoLAR",11,"a webbased interactive d molecular viewer with augmented reality  holographic display","null","null","null",18,"null"
"[""hololens"",""unity"",""virtual"",""vive"",""vr""]","2016-03-20T02:22:53Z","eseedo/AR-VRCourse",311,"vrarmr ","[""vr"",""augmented-reality"",""virtual-reality"",""mixed-reality"",""hololens"",""htc-vive"",""unity3d"",""ue4""]","null","null",554208,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""kafka"",""spark"",""java"",""scala"",""big-data"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""game"",""unity"",""game-development"",""gamedev"",""editor"",""ocaml"",""steam"",""reasonml"",""torrent""]"
"[]","2016-05-03T06:28:00Z","estrasnick/Augmented-Reality-Piano-Interface",4,"project for stanfords cs m course augmented reality piano interface ","null","C#","[""C#"",""GLSL"",""CSS"",""JavaScript"",""Batchfile"",""Shell"",""HTML"",""Haxe""]",134161,"null"
"[]","2019-10-10T09:03:24Z","eth-ait/ComputationalMR",11,"contextaware online adaptation of mixed reality interfaces","null","C#","[""C#"",""ShaderLab"",""Shell"",""GLSL"",""HLSL"",""Python""]",306839,"null"
"[""app"",""google""]","2018-11-04T15:00:16Z","evii/Trashbins-App",3,"the app displays google map with locations of all trash bins in prague user can filter and display locations by type of trash  glass plastic paper trash etc after clicking on a marker info window will appear with detailed information about the type of trash bin and percentage how full the bin is","null","Java","[""Java""]",11518,"null"
"[""agora"",""game"",""unity""]","2019-07-08T14:07:55Z","ex-agora/ExploreAgora",9,"explore agora is an educational mobile application using augmented reality that allows children to learn from the real world in a way that is interactive and engaging by using unity engine ","[""agumentedreality"",""educational-game"",""game-development"",""unity"",""game""]","C#","[""C#"",""HTML"",""CSS"",""ShaderLab"",""Smalltalk"",""GLSL"",""C++"",""JavaScript"",""Objective-C"",""Objective-C++"",""HLSL""]",2989884,"[""parser"",""generator"",""template"",""parsing"",""nim"",""game"",""unity"",""unity3d"",""gamedev"",""game"",""unity3d"",""game-development"",""gamedev"",""unity"",""unity3d"",""game-development"",""gamedev""]"
"[""framework""]","2020-06-30T03:57:41Z","exii-uw/AARToolkit",4,"a framework to build and design augmented augmented reality aar experiences for an actuated headset ","null","C#","[""C#"",""ShaderLab"",""HLSL"",""GLSL"",""C++"",""C"",""Objective-C""]",226938,"null"
"[]","2018-03-21T17:07:39Z","exokitxr/awesome-magicleap",37,"magic leap awesome resources","null","null","null",11,"null"
"[""aframe"",""babylonjs"",""virtual"",""vr"",""web"",""webvr"",""webxr""]","2019-09-13T19:49:47Z","exokitxr/exokit-browser",26,"webxr metabrowser in your browser based on exokit web","[""webxr"",""webvr"",""metaverse"",""a-frame"",""babylonjs"",""browser"",""web"",""augmented-reality"",""virtual-reality"",""aframe"",""vr"",""ar""]","JavaScript","[""JavaScript"",""HTML"",""Shell""]",37358,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""laravel"",""php"",""laravel-package"",""package"",""laravel-5-package"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""chrome-extension"",""chrome"",""firefox"",""extension"",""firefox-addon"",""javascript"",""framework"",""frontend"",""webapp"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""aframe"",""babylonjs"",""html"",""threejs"",""virtual"",""vr"",""webgl"",""webvr"",""webxr""]","2019-08-06T23:33:51Z","exokitxr/exokit-web",52,"exokit webxr engine for the browser","[""metaverse"",""vr"",""virtual-reality"",""ar"",""augmented-reality"",""javascript"",""webgl"",""threejs"",""babylonjs"",""html"",""iframe"",""3d"",""a-frame"",""aframe"",""webvr"",""webxr""]","JavaScript","[""HTML"",""JavaScript"",""Shell""]",1799,"[""laravel"",""php"",""laravel-package"",""package"",""laravel-5-package"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""nodejs"",""typescript"",""emacs"",""deno"",""opengl"",""graphics"",""3d"",""vulkan"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""css"",""javascript"",""html5"",""sass"",""youtube"",""downloader"",""python"",""anime"",""download"",""opengl"",""graphics"",""webgl"",""vulkan"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[]","2018-08-19T09:43:21Z","exokitxr/libnode.a",3,"magic leap libnodeso","null","null","null",15566,"null"
"[]","2018-08-17T03:28:35Z","exokitxr/magicleap-js",6,"magic leap js helpers","null","JavaScript","[""JavaScript""]",10,"null"
"[""arkit"",""ios"",""scenekit"",""swift""]","2017-06-30T10:02:46Z","exyte/ARTetris",1480,"augmented reality tetris made with arkit and scenekit","[""swift"",""arkit"",""ios"",""scenekit"",""tetromino""]","Swift","[""Swift""]",7771,"[""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""app"",""arkit"",""ios"",""oculus"",""oculus-quest"",""virtual""]","2020-10-18T17:21:12Z","fabio914/RealityMixer",571,"mixed reality app for ios","[""ios"",""oculus-quest"",""arkit"",""mixed-reality"",""virtual-reality""]","C","[""Swift"",""Objective-C"",""C++"",""Objective-C++"",""C"",""C#""]",138376,"[""swift"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""kafka"",""spark"",""java"",""scala"",""big-data"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[]","2018-10-29T19:16:26Z","facebookresearch/AR-Depth",167,"fast depth densification for occlusionaware augmented reality","null","Jupyter Notebook","[""Jupyter Notebook"",""Python""]",1401505,"null"
"[""react"",""react-native"",""viro"",""viro-react""]","2019-08-24T00:24:43Z","faishasj/ARgile",3,"agile with ar built with react native","[""augmented-reality"",""react-native"",""viro-react"",""agile-development""]","JavaScript","[""JavaScript"",""Python"",""Java"",""Objective-C"",""Shell"",""Ruby""]",1724,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""reactjs"",""android"",""ios"",""react"",""mobile"",""monitoring"",""prometheus"",""metrics"",""elasticsearch"",""performance""]"
"[""convolutional-neural-network""]","2018-09-27T01:49:21Z","fanoping/Computer-Vision",9,"computer vision from recognition to geometry  national taiwan university  fall","[""color-conversion"",""pca"",""convolutional-neural-network"",""projective-geometry"",""computer-vision"",""stereo-matching"",""depth-pre"",""augmented-reality""]","Python","[""Python"",""Shell""]",659679,"[""r"",""rstats"",""statistics"",""r-package"",""shiny"",""deep-learning"",""tensorflow"",""keras"",""machine-learning"",""convolutional-neural-networks"",""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""robotics"",""ros"",""computer-vision"",""simulation"",""robot"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[]","2018-07-26T16:20:43Z","fardhanardhi/polinemaps",3," polinema in augmented reality","[""augmented-reality""]","C#","[""C#"",""ShaderLab""]",41010,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""apple"",""arkit"",""game"",""ios"",""swift""]","2017-06-06T11:02:24Z","farice/ARShooter",799,"a demo augmented reality shooter made with arkit in swift ios ","[""swift"",""ios11"",""arkit"",""augmented-reality"",""ios"",""fps"",""game"",""tutorial"",""demo"",""apple""]","Swift","[""Swift""]",2870,"[""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""unity"",""unity3d"",""game-development"",""gamedev"",""learning"",""education"",""example"",""godot"",""hacktoberfest"",""clojure"",""cms"",""library"",""api"",""linux"",""macos"",""windows"",""osx"",""mac""]"
"[]","2016-09-09T11:19:15Z","fatalhck/findr",8,"geolocation  sensors  augmented reality","null","Swift","[""Ruby"",""Swift""]",59,"null"
"[""camera"",""python""]","2019-08-11T12:18:36Z","fatihksubasi/spaam",3,"python implementation of spaam single point active alignment method for optical seethrough hmd calibration for ar","[""augmented-reality"",""camera"",""calibration"",""hmd"",""python"",""spaam""]","Python","[""Python""]",819,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""video"",""ffmpeg"",""audio"",""streaming"",""robotics"",""ros"",""computer-vision"",""simulation"",""robot"",""scala"",""functional-programming"",""github-actions"",""ci"",""continuous-integration"",""language"",""ruby"",""django"",""python3"",""django-rest-framework"",""flask""]"
"[""android"",""arcore"",""google"",""unity""]","2020-03-22T16:34:59Z","fazil47/ShowroomAR",7,"ar car showroom made with unity and google arcore for android","[""android"",""augmented-reality"",""arcore-android"",""arcore"",""arcore-unity"",""unity3d"",""unity"",""vehicle"",""car""]","C#","[""ShaderLab"",""C#"",""Objective-C++"",""HLSL""]",168391,"[""react-native"",""ios"",""react"",""mobile"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""discord"",""bot"",""discord-bot"",""slack"",""chatbot"",""kafka"",""spark"",""java"",""scala"",""big-data"",""game"",""unity"",""game-development"",""gamedev"",""game"",""unity3d"",""game-development"",""gamedev"",""react-native"",""android"",""ios"",""react"",""mobile"",""monitoring"",""prometheus"",""metrics"",""elasticsearch"",""performance""]"
"[""aframe"",""arjs"",""threejs""]","2020-04-01T16:02:08Z","fcor/molecular-mirror-app",10,"molecularweb is a website for chemistry and structural biology education through augmented reality","[""augmented-reality"",""chemistry"",""biology"",""threejs"",""arjs"",""aframe""]","JavaScript","[""HTML"",""JavaScript"",""CSS""]",83894,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""julia"",""optimization"",""math"",""simulation"",""physics"",""javascript"",""nodejs"",""js"",""es6"",""javascript-library"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""linux"",""ansible"",""ubuntu"",""debian"",""vagrant"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""aruco"",""markers"",""opencv"",""pose-estimation""]","2018-08-09T11:24:53Z","fdcl-gwu/aruco-markers",117,"working examplestutorial for detection and pose estimation of aruco markers with c","[""aruco"",""cpp"",""aruco-markers"",""augmented-reality"",""examples"",""opencv"",""tutorial"",""aruco-library"",""c-plus-plus"",""opencv-installation"",""ar""]","C++","[""CMake"",""C++""]",2935,"[""python"",""machine-learning"",""data-science"",""jupyter-notebook"",""data-analysis"",""c-plus-plus"",""qt"",""c"",""cmake"",""database"",""postgresql"",""mysql"",""sql"",""sqlite"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""documentation"",""translation"",""i18n"",""localization"",""emoji"",""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""learning"",""education"",""example"",""godot"",""cpp"",""qt"",""c"",""cmake"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[]","2019-12-08T16:51:13Z","felixplomer/AI-meets-AR_Hackathon-20191211",3,"object detection and augmented reality trained  focussed on lego models the target is to detect real lego models and show the digital twin d model","null","C#","[""Java"",""C#"",""ShaderLab"",""Objective-C++""]",265287,"null"
"[]","2016-04-02T22:51:13Z","fellesverkstedet/Bark-beetle-parametric-toolpaths",58,"a grasshopper plugin for digital fabrication enables direct fabrication of geometry with d printers cnc milling laser cutters robot arms and more also featuring  augmented reality toolpath projections","[""cnc-milling"",""bark-beetle"",""3d-milling"",""toolpath"",""grasshopper"",""g-code"",""shopbot""]","Python","[""Python""]",222197,"[""opengl"",""graphics"",""webgl"",""3d"",""vulkan""]"
"[""aframe"",""arjs"",""django"",""vuejs"",""web""]","2019-08-22T12:29:32Z","fga-eps-mds/2019.2-ArBC",11,"o arbc  uma aplicao web baseada nas apis de ra realidade aumentada arjs e aframe que tem como objetivo tornar o processo de alfabetizao mais interativo e engajante por meio desta tecnologia wiki","[""vuejs"",""javascript"",""django"",""augmented-reality"",""a-frame"",""arjs"",""vuex"",""realidade-aumentada""]","TypeScript","[""Dockerfile"",""JavaScript"",""HTML"",""Vue"",""TypeScript""]",31249,"[""vue"",""vuex"",""vuejs2"",""vue-router"",""nodejs"",""typescript"",""emacs"",""deno"",""python"",""python3"",""django-rest-framework"",""flask"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""linux"",""ansible"",""ubuntu"",""debian"",""vagrant"",""vue"",""vuejs"",""vuejs2"",""vue-router""]"
"[""arjs""]","2018-06-14T04:07:33Z","filmboy3/AugmentedRealityBizCard",6,"augmented reality business card using arjs","null","HTML","[""HTML"",""CSS""]",10,"null"
"[]","2017-10-08T13:45:14Z","firat-sivrikaya/Augma",14,"leave notes by using the power of augmented reality  awardwinning ar social media","null","Java","[""Java""]",25221,"null"
"[]","2019-04-09T08:54:21Z","fizruk/lambdaconf-2019-workshop",9,"lambdaconf  workshop augmenting reality in haskell","null","Haskell","[""Dockerfile"",""Haskell"",""HTML"",""Shell""]",79843,"null"
"[""android"",""arcore"",""google"",""opengl"",""sdk""]","2017-12-01T12:43:05Z","florent37/Google-ARCore-Playground",68,"exploring augmented reality with googles sdk arcore","[""3d"",""reality"",""google"",""android"",""arcore"",""opengl"",""shader""]","Java","[""Java"",""GLSL""]",1833,"[""opengl"",""graphics"",""webgl"",""vulkan"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""api"",""sdk"",""facebook"",""wrapper"",""react-native"",""ios"",""react"",""mobile"",""kafka"",""spark"",""java"",""scala"",""big-data"",""api"",""c"",""simulation"",""graphics"",""webgl"",""3d"",""vulkan"",""game"",""unity"",""unity3d"",""game-development"",""gamedev""]"
"[""android"",""app"",""aruco"",""cmake"",""opencv"",""opengl""]","2019-08-29T06:00:26Z","forestsen/CVGLBasedSimpleAndroidAR",5,"opencv  opengl based simple android ar program","[""opencv"",""opengl"",""opengl-es"",""augmented-reality"",""augmented-reality-applications"",""android"",""android-app"",""aruco"",""glm"",""cmake""]","C++","[""C++"",""Makefile"",""CMake"",""C"",""Java""]",1758,"[""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""api"",""c"",""simulation"",""graphics"",""webgl"",""3d"",""vulkan"",""golang"",""go"",""redis"",""cache"",""middleware"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""react-native"",""ios"",""react"",""mobile"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""python"",""machine-learning"",""data-science"",""jupyter-notebook"",""data-analysis"",""hacktoberfest"",""clojure"",""cms"",""library"",""api"",""cpp"",""c-plus-plus"",""qt"",""c""]"
"[""aframe"",""arjs"",""jsartoolkit""]","2017-04-28T10:51:49Z","freinbichler/ar-room-availability",10,"a webbased augmented reality application to visualize room availability","[""augmented-reality"",""jsartoolkit"",""aframe"",""javascript"",""es6"",""arjs""]","JavaScript","[""JavaScript"",""HTML"",""CSS"",""PHP""]",503,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""nodejs"",""typescript"",""emacs"",""deno"",""webpack"",""boilerplate"",""babel"",""eslint"",""linux"",""ansible"",""ubuntu"",""debian"",""vagrant""]"
"[""app"",""ios""]","2018-01-24T20:17:11Z","fsa-1710-breadcrumbs/breadcrumbs",11,"breadcrumbs is an augmented reality reactnative ios app inspired by hansel and gretel","null","JavaScript","[""JavaScript""]",3125,"null"
"[""app"",""ios""]","2018-01-31T20:06:27Z","fsa-1710-breadcrumbs/breadcrumbs-server",5,"breadcrumbs is an augmented reality reactnative ios app inspired by hansel and gretel","null","JavaScript","[""HTML"",""Shell"",""JavaScript""]",669,"null"
"[""tracking"",""unity"",""virtual""]","2017-10-09T11:57:05Z","fvcaputo/virtualtheatre",7,"an ar application that displays motion capture data","[""unity"",""virtual-reality"",""augmented-reality"",""motion-tracking""]","C#","[""HLSL"",""C#"",""ShaderLab"",""Java"",""JavaScript"",""Objective-C"",""Objective-C++"",""C""]",168627,"[""game"",""unity3d"",""game-development"",""gamedev"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""c"",""compiler"",""programming-language"",""language"",""interpreter""]"
"[""cloud"",""virtual""]","2018-02-07T23:10:06Z","garretthogan/ayyyylmao",6,"wwwayyyylmaocom","[""vape-nation"",""cloud"",""ayyyyyyyyyyyyyyyy"",""lmao"",""virtual-reality"",""augmented-reality""]","HTML","[""HTML""]",11,"[""azure"",""devops"",""terraform"",""docker"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""ar-studio"",""shaders""]","2018-10-24T20:45:40Z","gcorallo/SparkArShaders",174,"ar studio  ar spark shaders","[""augmented-reality"",""shaders"",""ar-studio"",""spark-ar"",""instagram""]","JavaScript","[""JavaScript""]",1713,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""web"",""javascript"",""framework"",""frontend"",""webapp"",""api"",""sdk"",""facebook"",""wrapper"",""google""]"
