"createdAt","nameWithOwner","stargazerCount","description","repositoryTopics_list","primaryLanguage","languages_list","diskUsage","relatedTopics_list"
"2019-05-01T08:32:09Z","dilmerv/MagicLeapHandTracking",12,"A Magic Leap Unity project for demonstrating what can be done with ML hand tracking technology","null","C#","[""C++"",""C#"",""ShaderLab"",""Mask"",""HLSL""]",214263,"null"
"2020-04-20T00:13:58Z","dilmerv/MagicLeapHandTrackingWithURP",12,"Magic Leap Examples with Hand Tracking, URP, and Visual Effect Graph","null","C#","[""ShaderLab"",""C#"",""C++""]",93341,"null"
"2019-04-05T07:36:00Z","dilmerv/MagicLeapLWRP",7,"This is a Magic Leap Unity3d Project for testing LWRP, ShaderGraph, and vertex deformation","null","C#","[""C++"",""C#"",""ShaderLab"",""Mask""]",134940,"null"
"2019-08-30T21:58:59Z","dilmerv/MagicLeapRestClient",2,"An example of using my RestClient with magic leap projects","null","C#","[""C++"",""C#"",""ShaderLab"",""Mask"",""HLSL""]",166478,"null"
"2019-04-03T03:25:22Z","dilmerv/MagicLeapSerialization",6,"A Serialization project specific for Magic Leap creators to use for saving and loading data from their Unity experiences","null","C#","[""C++"",""C#"",""ShaderLab""]",194125,"null"
"2019-04-21T18:56:27Z","dilmerv/MagicLeapTemplate",7,"Basic template project which includes Magic Leap Unity Package, XR Legacy Input Helpers, and a sample scene with camera and head pose canvas","null","C#","[""C++"",""C#"",""ShaderLab""]",135029,"null"
"2019-03-01T06:04:20Z","dilmerv/MagicLeapTools",4,"A series of useful commands / scripts provided to creators to ease development for magic leap","null","null","null",0,"null"
"2019-11-10T16:57:13Z","dilmerv/MagicLeapVisualEffectGraph",15,"MagicLeapVisualEffectGraph Experiments","null","C#","[""C++"",""C#"",""ShaderLab""]",219334,"null"
"2019-06-16T08:16:24Z","dilmerv/UnityARProceduralGeneration",17,"A procedural generation demo with Augmented Reality","null","C#","[""C#"",""GLSL"",""ShaderLab""]",4167,"null"
"2019-04-12T02:54:50Z","dirtybourbon/hypnomalneuralnet",2,"Malicious neural network designed to attack humans by placing them in an artificial social augmented reality environment overlay yes","null","1C Enterprise","[""1C Enterprise""]",365183,"null"
"2019-12-29T20:27:08Z","disasteroftheuniverse/SuperQuest",17,"AFrame components tailored for Oculus Quest","[""aframe"",""aframevr"",""oculus-quest"",""oculus"",""virtual-reality"",""webvr"",""webxr"",""education"",""gaming"",""quest"",""vr"",""mixed-reality"",""animation""]","Mathematica","[""JavaScript"",""Mathematica""]",5962,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vue"",""vuejs"",""vuex"",""vuejs2"",""vue-router"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""tutorial"",""learning"",""example"",""godot"",""python"",""django"",""python3"",""django-rest-framework"",""flask"",""javascript"",""nodejs"",""js"",""es6"",""javascript-library"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""kafka"",""spark"",""java"",""scala"",""big-data"",""ui"",""ui-components"",""design"",""components""]"
"2017-03-28T21:21:20Z","divitsharma/Google-Maps-AR",17,"Navigation directions and real-time position tracker to be used with augmented reality headsets","[""c-sharp"",""unity3d"",""vuforia"",""augmented-reality"",""google-maps""]","C#","[""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""C#"",""ShaderLab""]",37614,"[""windows"",""powershell"",""xamarin"",""csharp"",""game"",""unity"",""game-development"",""gamedev"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""gis"",""map"",""maps"",""geospatial"",""openstreetmap""]"
"2019-10-07T10:38:42Z","diyaw/ImaginAR-final",1,"Augmented Reality Project ","null","Java","[""Java""]",89245,"null"
"2018-11-13T19:53:04Z","djslzx/ar-drawing",3,"Augmented-reality drawing environment for iOS","[""augmented-reality"",""arkit"",""arkit2"",""drawing""]","Swift","[""Swift"",""Objective-C""]",42735,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""pytorch"",""deep-learning"",""computer-vision"",""gan"",""generative-adversarial-network"",""image"",""svg"",""image-processing"",""icons"",""font""]"
"2018-03-08T23:10:37Z","djxr35/ApARtmentPicker",1,"Augmented reality mobile app for viewing apartments","null","JavaScript","[""JavaScript"",""Python"",""Java"",""Objective-C"",""Shell""]",149696,"null"
"2017-11-08T01:08:57Z","dkaushik94/ARyouthereyet",1,"Augmented reality app which uses ARKit shows nearby places","[""augmented-reality"",""ios"",""swift4"",""arkit"",""mapbox-ios-sdk"",""augmented-reality-application"",""googleplaces""]","Swift","[""Swift"",""Objective-C"",""Ruby"",""Shell"",""C""]",85629,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"2017-01-11T23:10:45Z","dkw5877/OpenCVSwift",6,"Swift implementation of How To Make An Augmented Reality Target Shooter Game With OpenCV","null","Swift","[""Swift"",""Objective-C"",""Objective-C++"",""Ruby"",""C++""]",213,"null"
"2017-04-21T00:40:52Z","dletk/Animal-Farm-AR",2,"This is an app made for the purpose of practice Unity3D and Vuforia for Augmented Reality project in COMP 494, Spring 2017.","null","C#","[""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""C#"",""GLSL""]",308042,"null"
"2017-06-02T16:30:06Z","dmonay/magic-leap-demo",2,"null","[""wasm"",""three-js""]","C++","[""JavaScript"",""CSS"",""HTML"",""C"",""Objective-C"",""CMake"",""C++""]",10044,"[""rust"",""webassembly"",""linter"",""rust-lang"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"2018-03-23T22:16:48Z","dodiku/detune",27,"👨‍🎤detune: A TrueDepth Music Experience for iOS --> ARKit, ARFaceAnchor Boilerplate","[""arkit"",""detune"",""cocoapods"",""augmented-reality"",""depth"",""depth-camera"",""truedepth"",""music"",""audiokit"",""itp"",""nyu"",""arkit-demo"",""arfaceanchor""]","Swift","[""Swift"",""Objective-C"",""Ruby""]",72724,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""robotics"",""ros"",""computer-vision"",""simulation"",""robot"",""robotics"",""ros"",""computer-vision"",""simulation"",""robot"",""audio"",""latex"",""spotify"",""midi"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""editor"",""ocaml"",""steam"",""reasonml"",""torrent"",""scala"",""functional-programming"",""github-actions"",""ci"",""continuous-integration""]"
"2020-02-25T09:50:19Z","doerlbh/V2R",17,"Code for our IJCAI 2020 paper: ""Keep It Real: a Window to Real Reality in Virtual Reality"".","[""hci"",""vr"",""ar"",""computervision"",""virtual-reality"",""augmented-reality"",""human-computer-interaction"",""ijcai"",""ijcai2020""]","Python","[""Python""]",431180,"[""wordpress"",""php"",""plugin"",""wordpress-plugin"",""wordpress-theme"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""python"",""python3"",""flask"",""asyncio"",""python-3"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""azure"",""devops"",""terraform"",""docker"",""cloud""]"
"2019-10-25T17:11:17Z","dolphinswarm/Locker-Xray-Viewer",1,"The repository for Locker X-Ray Viewer, an augmented reality (AR) developed using AR Foundation and Unity!","null","C#","[""C#"",""HLSL"",""ShaderLab"",""C"",""GLSL"",""Objective-C""]",164035,"null"
"2016-10-12T19:47:12Z","dominikbelter/PUTAR",2,"Augmented Reality software based on PUT SLAM library","null","C++","[""C++"",""C"",""CMake"",""Objective-C"",""QMake"",""MATLAB""]",5905,"null"
"2016-09-25T14:19:38Z","donaldmunro/ARData",1,"Augmented Reality Data Access Framework","null","Java","[""Java""]",20621,"null"
"2017-11-04T15:54:51Z","donaldmunro/TangoCamera",3,"TangoCamera is an open source developers tool for saving images, pointclouds and associated Tango pose and Android sensor data which may be used for Computer Vision and Augmented Reality research.","[""computer-vision"",""augmented-reality"",""tango""]","C++","[""CMake"",""C++"",""C"",""Objective-C"",""Shell"",""Java"",""Python""]",26843,"[""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"2016-10-14T21:31:46Z","doniawamer/ARrow",1,"Hack The North Project that placed 11th! An interactive navigation augmented reality Android application that optimizes your navigation experience by highlighting key locations irrespective of physical obstruction.","null","JavaScript","[""Java"",""CSS"",""HTML"",""JavaScript""]",191229,"null"
"2017-06-01T23:17:11Z","doughodson/mixr",14,"Mixed Reality Simulation Platform (MIXR)","null","C++","[""Makefile"",""Lua"",""Batchfile"",""C++"",""Yacc"",""Lex"",""Shell""]",29035,"null"
"2017-06-01T23:17:42Z","doughodson/mixr-examples",1,"Mixed Reality Simulation Platform (MIXR) examples","null","C++","[""Makefile"",""Lua"",""Batchfile"",""C++"",""QMake"",""Shell""]",65107,"null"
"2019-03-10T10:36:11Z","dougsillars/ARtGallery",19,"Using new Augmented Reality techniques to build a AR Art Gallery","null","HTML","[""HTML""]",85043,"null"
"2016-11-22T22:03:03Z","dpenic23/WhispAR",1,"Whispers of the town - Augmented reality mobile game","null","C#","[""C#"",""Python"",""ShaderLab""]",293077,"null"
"2017-09-14T03:24:54Z","dr-iskandar/MinahasaCulture",1,"Markerless Augmented Reality about Culture of Minahasa Indonesia with Virtual Button as an Input","null","C#","[""C#"",""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""ShaderLab""]",95799,"null"
"2020-05-15T22:29:17Z","drangelod/ns6arstart",1,"Nativescript Vue Augmented Reality Intro App","null","JavaScript","[""JavaScript"",""CSS"",""Vue""]",1613,"null"
"2016-10-23T20:44:50Z","drasticactions/SamplyGame-Hololens",1,"A re-implementation of SamplyGame (https://github.com/xamarin/urho-samples/tree/master/SamplyGame) for Microsoft Hololens","null","C#","[""C#""]",600,"null"
"2020-02-27T18:42:23Z","drat/mimic",2,"An Augmented Reality application which allows any Skype for Business user to control (during a video call) a customized ""mimic'd"" three dimensional and photo-realistic Avatar recorded and optimized using the Structure Sensor and Skanect/Blender Rendering Software. This application leverages several technologies including ['Janus webRTC Multi-Media Server"", ""Blender Rigging"", ""Real-Time Face Landmark Tracking (eventually will be full body skeleton), ""Real-Time motion control"", ""Frame Interpolation""]. These technologies are combined and hosted on AWS using a proprietary MEAN (MongoDB, Express, Angular 6, and Node) Stack with User Access control and remote call Replay. Additionally, we are providing Remote Viewer Media Broadcast (RVMB), eg. other signed in users will have the optins to observethe 'active call' and enjoy the experience of eavesdropping on their friends.  You must have express permission to copy, modify, distribute, or save this code to any machine.","null","Python","[""Python"",""MATLAB"",""C++"",""CSS"",""JavaScript"",""HTML"",""TypeScript"",""C""]",613666,"null"
"2019-10-10T11:13:38Z","dreaded/AR",1,"Augmented reality ","null","HTML","[""HTML""]",29458,"null"
"2016-04-24T07:29:27Z","drewby/BizCardARTutorial",15,"This tutorial will show you how to create an augmented reality demo using Unity, Vuforia and your business card. ","null","null","null",17518,"null"
"2017-10-16T00:24:51Z","driemworks/driemworks",16,"A marklerless augmented reality platform for Android powered by OpenCV.","[""opencv"",""opengl"",""augmented-reality"",""java"",""android"",""visualodometry"",""feature-tracking"",""3d-graphics"",""sensor-fusion"",""augmented-reality-applications"",""mobile-development"",""gradle"",""computer-vision"",""object-detection"",""object-tracking"",""game-development""]","Java","[""Java"",""Makefile"",""C++""]",108591,"[""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""api"",""c"",""simulation"",""graphics"",""webgl"",""3d"",""vulkan"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""android"",""gradle"",""kotlin"",""javafx"",""react-native"",""ios"",""react"",""mobile"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""robotics"",""ros"",""computer-vision"",""simulation"",""robot"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""android"",""android-studio"",""java"",""kotlin"",""javafx"",""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""opencv"",""computer-vision"",""deep-learning"",""tensorflow"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""game"",""unity"",""unity3d"",""gamedev""]"
"2018-01-22T18:57:45Z","drmartens/arJamMIT",1,"Code for augmented reality jam with MIT Media Lab and Berklee School of Music. A-frame web app that takes 4 A/R triggers and plays song when present.","[""augmented-reality"",""aframe"",""arjs""]","HTML","[""HTML""]",17341,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""linux"",""ansible"",""ubuntu"",""debian"",""vagrant""]"
"2017-06-14T15:28:30Z","drscotthawley/SoundFieldsForever",5,"App Suite for Visualizing Sound in 3D","[""acoustics"",""audio"",""virtual-reality"",""augmented-reality"",""data-visualization""]","C#","[""Java"",""Python"",""HTML"",""JavaScript"",""C#"",""GLSL"",""ShaderLab""]",59333,"[""api"",""http"",""rest-api"",""rest"",""swagger"",""music"",""latex"",""spotify"",""midi"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""visualization"",""graph"",""chart"",""charts""]"
"2018-11-13T16:33:56Z","druhlandt/Mobile_Augmented_Reality",1,"null","null","C#","[""C#"",""ShaderLab"",""HLSL"",""Smalltalk"",""PowerShell""]",457262,"null"
"2018-10-14T18:47:32Z","dsbailao/Augmented_Reality-TCC",1,"Projeto apresentado como requisito parcial para obtenção do título de Bacharel em Sistemas de Informação. Instituição Centro Universitário UNIFAFIBE - 2016","[""ar"",""augmentedreality"",""unity3d""]","C#","[""C#"",""JavaScript"",""Java"",""C"",""Objective-C++"",""Objective-C"",""ShaderLab""]",114926,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""api"",""http"",""rest-api"",""rest"",""swagger"",""game"",""unity"",""game-development"",""gamedev""]"
"2017-08-30T19:35:26Z","dsu4rez/AR-bus-stop",6,"Augmented Reality app for Madrid EMT buses. This app shows an AR panel with the bus arrivals information of the recognized bus stop. Not published due to the need of pay the Vuforia license.","[""unity"",""vuforia"",""csharp"",""augmented-reality""]","C#","[""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""C#"",""ShaderLab""]",51088,"[""game"",""unity3d"",""game-development"",""gamedev"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""dotnet"",""language"",""dotnet-core"",""c-sharp"",""asp-net-core"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"2019-10-12T22:05:10Z","dubhacks-19/dubhacks-19",2,"An App “Integration of lip language and Hololens” using Hololens to transcript lip language to text in order to help people with hearing or speaking disabilities, increase conversation quality in a noisy environment, and help English learners with understanding the conversation. The goal of the project is to help recognizing lip speech using Microsoft Hololens when the audio is corrupted, as well as serve as a visual recognition method used for speaker verification in multi-speaker scenarios.","null","Python","[""C#"",""Python"",""Shell""]",4264,"null"
"2020-10-06T07:01:28Z","dunleavyjack/Spark-AR-Instagram-Filter",2,"An augmented reality question filter made using Spark AR and Javascript. ""What 편의점 (Korean Convenience Store) are you?""","[""sparkar"",""javascript"",""instagram-filter""]","JavaScript","[""JavaScript""]",218,"[""tutorial"",""learning"",""education"",""example"",""godot"",""nodejs"",""typescript"",""emacs"",""deno""]"
"2020-01-12T11:04:41Z","dvhull/AR-Painter-App",2,"Simple Augmented Reality drawing App made with Unity's AR foundation framework. ","null","C#","[""C#""]",39,"null"
"2016-12-14T20:19:50Z","dwarcher/KinectMixedReality",15,"Unity Mixed Realty project using the Kinect (for the HTC-Vive)","null","C#","[""C#"",""GLSL""]",19953,"null"
"2017-02-04T17:50:21Z","dyelax/SommeliAR",1,"A mixed-reality tasting room.","null","C#","[""C#"",""GLSL"",""JavaScript""]",1798196,"null"
"2020-06-23T14:19:12Z","dzungpng/AR-NailedIt-App",1,"NailedIt is an augmented reality surgical navigation application for orthopedic surgery. A collaboration with University of Pennsylvania School of Veterinarian.","[""augmented-reality"",""csharp""]","C#","[""C#"",""ShaderLab"",""JavaScript"",""HLSL""]",365302,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""dotnet"",""language"",""dotnet-core"",""c-sharp"",""asp-net-core""]"
"2018-09-04T20:55:06Z","e1ka/AugmentedRealityDemoGame",1,"Unity + Vuforia","null","C#","[""Java"",""JavaScript"",""C#"",""ShaderLab"",""Smalltalk""]",78137,"null"
"2017-08-17T15:31:54Z","eacooper/HoloLensDistanceARApp",4,"Source Code for HoloLens Application described in M. Kinateder, J. Gualtieri, M.J. Dunn, W. Jarosz, X. Yang and E.A. Cooper. 2018. Using an Augmented Reality Device as a Distance-Based Vision Aid – Promise and Limitations. Optometry & Vision Science. 2018. doi: 10.1097/OPX.0000000000001232 ","null","ShaderLab","[""C#"",""GLSL"",""ShaderLab""]",68,"null"
"2018-06-04T12:58:57Z","eadventurous/Lego-Level",1,"Lego Tower Defense game in Mixed Reality","null","ASP","[""C#"",""ASP""]",39422,"null"
"2018-03-22T19:27:01Z","eathindhar/LearnAI_V1.0",1,"Augmented Reality ChatBot","null","C#","[""C#"",""ShaderLab""]",22134,"null"
"2019-01-20T16:24:16Z","ebellumat/ar-native",6,"A Sample of Augmented Reality With NativeScript-Vue","null","JavaScript","[""CSS"",""Vue"",""JavaScript""]",2762,"null"
"2020-07-27T04:47:41Z","ebubedimobi/AR-Measure",1,"This is an Augmented reality app that measures the distance between two points in space and shows the distance on the screen","null","Swift","[""Swift""]",2533,"null"
"2020-10-31T01:19:58Z","eby8zevin/unity-ARMarker",3,"Marker-based Augmented Reality - Unity","[""unity"",""unity3d"",""unity2d"",""csharp"",""ar"",""augmented-reality"",""marker-augmented-reality"",""marker-ar"",""android"",""vuforia"",""vuforia-sdk"",""vuforia-engine""]","C#","[""C#"",""ShaderLab"",""HLSL""]",3147,"[""game"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""dotnet"",""language"",""dotnet-core"",""c-sharp"",""asp-net-core"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""react-native"",""ios"",""react"",""mobile"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember""]"
"2019-09-27T04:13:11Z","eddierock1994/ar-reactnative",1,"An augmented reality treasure hunt concept application that uses ViroReact and ColdFusion to make cross platform Augmented Reality applications","null","JavaScript","[""JavaScript"",""Python"",""Java"",""Objective-C""]",52037,"null"
"2018-12-15T19:31:34Z","editrocchio/AR-Ground",1,"Augmented Reality App for Android","null","Java","[""Java""]",17668,"null"
"2016-04-10T08:27:22Z","edityomurti/ARTUR",1,"Augmented Reality for Yogyakarta Tourism Places","null","C#","[""C#"",""Python"",""Makefile"",""C"",""C++"",""Java"",""JavaScript"",""Shell"",""Objective-C"",""Objective-C++"",""GLSL""]",198119,"null"
"2018-07-10T19:46:00Z","edkazar/MentorSystemUWPWebRTC",3,"System for Telementoring with Augmented Reality - Mentor System","null","PowerShell","[""C#"",""ShaderLab"",""PowerShell""]",323695,"null"
"2018-10-22T13:34:17Z","edmondslho/NETIVAR",1,"An Augmented Reality (AR) application which assists users in performing network tasks","null","null","null",146003,"null"
"2018-06-26T17:46:47Z","edmug/Meetup-2018-06-26",1,"Augmented Reality (AR) Workshop","null","C#","[""C#"",""HLSL"",""ShaderLab""]",8170,"null"
"2020-02-07T13:18:25Z","edoardottt/spark-ar-creators",110,"List of 9500 (and counting) Spark AR Creators. Open an issue or contact me if you want to be added.❤️","[""spark"",""sparkar"",""augmented-reality"",""augmented-reality-applications"",""ar"",""spark-ar"",""spark-ar-studio"",""instagram"",""filter"",""filters"",""spark-ar-creators"",""vr"",""virtual-reality"",""instagram-feed"",""3d"",""ar-studio"",""photos"",""facebook-filter"",""facebook-face-recognition"",""facebook""]","Python","[""Python"",""JavaScript""]",3366,"[""hadoop"",""scala"",""kafka"",""java"",""big-data"",""tutorial"",""learning"",""education"",""example"",""godot"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""web"",""javascript"",""framework"",""frontend"",""webapp"",""python"",""dataset"",""metadata"",""seo"",""research"",""api"",""sdk"",""facebook"",""wrapper"",""google"",""java"",""framework"",""library"",""dependency-injection"",""design-patterns"",""image"",""svg"",""image-processing"",""icons"",""font"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""android"",""kotlin"",""mvvm"",""rxjava"",""kotlin-android"",""opengl"",""graphics"",""webgl"",""vulkan"",""image"",""svg"",""image-processing"",""icons"",""font"",""api"",""sdk"",""wrapper"",""google""]"
"2018-02-27T10:28:18Z","eduDorus/PAWI",3,"IOS App mit Augmented Reality","null","Swift","[""Swift""]",96148,"null"
"2019-11-26T21:59:00Z","eduvvz/realidade_aumentada",1,"Learning about augmented reality (React/Viro React)","null","JavaScript","[""JavaScript"",""Python"",""Java"",""Objective-C"",""Shell""]",7663,"null"
"2016-02-15T17:21:44Z","egaebel/lgtm",46,"The code for my thesis project, Looks Good to Me (LGTM), Authentication for Augmented Reality. This is a full implementation of LGTM that localizes a wireless transmitter, and searches for a specific face at that location to authenticate two users trying to establish secure point to point communication.","null","C++","[""C++"",""Shell"",""MATLAB"",""CMake"",""Makefile"",""Python"",""C""]",105224,"null"
"2016-08-19T13:37:04Z","egoroza/UMMS-AR-Demo",1,"Unity Augmented Reality Demo for UMass Medical School.","null","ASP","[""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""C#"",""GLSL"",""ASP""]",69717,"null"
"2017-07-04T18:15:36Z","eh3rrera/ARKitGameSpriteKit",87,"A game inspired by Pokemon Go build with ARKit and SpriteKit","[""arkit"",""swift"",""spritekit"",""augmented-reality""]","Swift","[""Swift""]",1175,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"2018-02-03T19:52:06Z","eidmuha/WikitudeJavaScriptSDKSamples",1,"I have uploaded all the Wikitude JavaScript SDK samples on a free website. Very easy to run Augmented Reality experiences using Wikitude App.","[""wikitude"",""augmented-reality-experiences""]","null","null",10,"null"
"2018-02-15T06:52:15Z","ektamahajan/UdemyiOS_ARDicee",2,"Developed an iOS Mobile App in Swift 4 using Xcode 9.2. It uses advanced feature ARKit- Augmented Reality. Users can see a horizontal plane in the real world. They can place dice on the 3D plane using touch.  User can roll all the 3D dice at once and can remove them from AR scene. App is animated to provide good user experience.","null","Swift","[""Swift""]",4417,"null"
"2018-02-15T06:50:30Z","ektamahajan/UdemyiOS_ARRuler",2,"Developed an iOS Mobile App in Swift 4 using Xcode 9.2. It uses advanced feature ARKit- Augmented Reality. User can add start and end measuring points in 3D. App measures the distance in AR and displays 3D Text to the user. It allows user to enable the new measurements.","null","Swift","[""Swift""]",425,"null"
"2017-04-25T21:32:49Z","ellatronic/ARFoodFinder",2,"An augmented reality app that displays the name and distance to food venues via a live camera screen.","null","Swift","[""Swift""]",1601,"null"
"2017-05-07T01:31:51Z","ellatronic/ScoutAR",27,"Augmented reality app displays nearby restaurant information in a live camera and map view.","[""swift-3"",""augmented-reality"",""mobile-app"",""maps"",""food"",""restaurants"",""swift"",""swift3"",""restaurant"",""restaurant-information"",""annotations"",""camera"",""foursquare-web"",""ios"",""ios-app"",""ios-swift"",""ios10"",""mobile"",""xcode"",""location-services""]","Swift","[""Swift""]",2752,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""gis"",""map"",""geospatial"",""openstreetmap"",""linux"",""macos"",""windows"",""osx"",""mac"",""aws"",""serverless"",""aws-lambda"",""lambda"",""terraform"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""css"",""html"",""javascript"",""html5"",""sass"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""javascript"",""nodejs"",""js"",""es6"",""javascript-library"",""video"",""ffmpeg"",""audio"",""streaming"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""rust"",""webassembly"",""wasm"",""linter"",""rust-lang"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""gis"",""map"",""maps"",""geospatial"",""openstreetmap""]"
"2020-02-21T15:17:58Z","elrumo/mxr_ideation_cards",1,"Mixed Reality Ideation cards tool","null","HTML","[""HTML"",""CSS""]",6896,"null"
"2020-06-06T20:17:11Z","eman2XR/George-Floyd-AR-memorial",2,"Augmented Reality bust of George Floyd (iOS, Android, Web)","null","JavaScript","[""HTML"",""JavaScript"",""CSS""]",99108,"null"
"2020-11-02T12:23:15Z","engineerscodes/Augmented-Reality",3,"null","[""arcore-android""]","Java","[""Java""]",262,"[""discord"",""bot"",""discord-bot"",""slack"",""chatbot""]"
"2018-10-04T03:55:18Z","enzyme69/USDZ-Gallery",1,"My collection of USDZ 3D files for Augmented Reality","null","null","null",17487,"null"
"2020-04-25T17:42:12Z","eospi/AR-Apple-Store",4,"Visit the Apple Store in augmented reality","null","null","null",46281,"null"
