"Tags","createdAt","nameWithOwner","stargazerCount","description","repositoryTopics_list","primaryLanguage","languages_list","diskUsage","relatedTopics_list"
"[]","2018-07-10T19:46:00Z","edkazar/MentorSystemUWPWebRTC",3,"System for Telementoring with Augmented Reality - Mentor System","null","PowerShell","null",323695,"null"
"[""instagram"",""sparkar"",""vr""]","2020-02-07T13:18:25Z","edoardottt/spark-ar-creators",110,"List of 9500 (and counting) sparkar AR Creators. Open an issue or contact me if you want to be added.❤️","null","Python","null",3366,"null"
"[""app"",""ios""]","2018-02-27T10:28:18Z","eduDorus/PAWI",3,"IOS App mit Augmented Reality","null","Swift","null",96148,"null"
"[]","2016-02-15T17:21:44Z","egaebel/lgtm",46,"The code for my thesis project, Looks Good to Me (LGTM), Authentication for Augmented Reality. This is a full implementation of LGTM that localizes a wireless transmitter, and searches for a specific face at that location to authenticate two users trying to establish secure point to point communication.","null","C++","null",105224,"null"
"[""arkit"",""spritekit"",""swift""]","2017-07-04T18:15:36Z","eh3rrera/ARKitGameSpriteKit",87,"A game inspired by Pokemon Go build with ARKit and SpriteKit","null","Swift","null",1175,"null"
"[""app"",""ios"",""phone"",""swift"",""web""]","2017-05-07T01:31:51Z","ellatronic/ScoutAR",27,"web Augmented reality app displays nearby restaurant information in a live camera and map view.","null","Swift","null",2752,"null"
"[""arcore""]","2020-11-02T12:23:15Z","engineerscodes/Augmented-Reality",3,"null","null","Java","null",262,"null"
"[]","2020-04-25T17:42:12Z","eospi/AR-Apple-Store",4,"Visit the Apple Store in augmented reality","null","null","null",46281,"null"
"[""ios"",""macos"",""ml"",""swift""]","2017-06-06T23:07:41Z","erenkabakci/WWDC-Recap",125,"A collection of session summaries in markdown format, from WWDC 20, 19 & 17","null","null","null",19352,"null"
"[]","2018-09-22T06:46:13Z","ernixrcommunity/WhARe",3,"Indoor navigation using Augmented Reality","null","C#","null",86317,"null"
"[""web""]","2016-06-15T14:05:01Z","es605/HTMoLAR",11,"A web -based interactive 3D molecular viewer with Augmented Reality & Holographic Display.","null","null","null",18,"null"
"[""hololens"",""mixed-reality"",""unity3d"",""unreal"",""vive"",""vr""]","2016-03-20T02:22:53Z","eseedo/AR-VRCourse",311,"vive VR,AR,MR 开发入门教程","null","null","null",554208,"null"
"[]","2016-05-03T06:28:00Z","estrasnick/Augmented-Reality-Piano-Interface",4,"Project for Stanford's CS 377M course. Augmented Reality Piano Interface. ","null","C#","null",134161,"null"
"[]","2019-10-10T09:03:24Z","eth-ait/ComputationalMR",11,"Context-Aware Online Adaptation of Mixed Reality Interfaces","null","C#","null",306839,"null"
"[""app"",""marker""]","2018-11-04T15:00:16Z","evii/Trashbins-App",3,"The app displays Google map with locations of all trash bins in Prague. User can filter and display locations by type of trash - glass, plastic, paper trash etc. After clicking on a marker info window will appear with detailed information about the type of trash bin and percentage, how full the bin is.","null","Java","null",11518,"null"
"[""agora"",""phone"",""unity""]","2019-07-08T14:07:55Z","ex-agora/ExploreAgora",9,"Explore Agora is an educational phone application using augmented reality, that allows children to learn from the real world in a way that is interactive and engaging by using Unity engine. ","null","C#","null",2989884,"null"
"[]","2020-06-30T03:57:41Z","exii-uw/AARToolkit",4,"A framework to build and design augmented augmented reality (AAR) experiences for an actuated headset. ","null","C#","null",226938,"null"
"[""magicleap""]","2018-03-21T17:07:39Z","exokitxr/awesome-magicleap",37,"magicleap awesome resources","null","null","null",11,"null"
"[""a-frame"",""babylonjs"",""vr"",""web"",""webvr"",""webxr""]","2019-09-13T19:49:47Z","exokitxr/exokit-browser",26,"WebXR meta-browser in your browser, based on Exokit Web","null","JavaScript","null",37358,"null"
"[""a-frame"",""babylonjs"",""three-js"",""vr"",""web"",""webgl"",""webvr"",""webxr""]","2019-08-06T23:33:51Z","exokitxr/exokit-web",52,"web Exokit WebXR engine for the browser","null","JavaScript","null",1799,"null"
"[]","2018-08-19T09:43:21Z","exokitxr/libnode.a",3,"Magic Leap libnode.so","null","null","null",15566,"null"
"[""magicleap""]","2018-08-17T03:28:35Z","exokitxr/magicleap-js",6,"magicleap JS helpers","null","JavaScript","null",10,"null"
"[""arkit"",""ios"",""scenekit"",""swift""]","2017-06-30T10:02:46Z","exyte/ARTetris",1480,"Augmented Reality Tetris made with ARKit and SceneKit","null","Swift","null",7771,"null"
"[""app"",""arkit"",""ios"",""mixed-reality"",""oculus"",""oculus-quest""]","2020-10-18T17:21:12Z","fabio914/RealityMixer",571,"oculus Mixed Reality app for iOS","null","C","null",138376,"null"
"[]","2018-10-29T19:16:26Z","facebookresearch/AR-Depth",167,"Fast Depth Densification for Occlusion-Aware Augmented Reality","null","Jupyter Notebook","null",1401505,"null"
"[""react"",""react-native"",""viromedia""]","2019-08-24T00:24:43Z","faishasj/ARgile",3,"Agile with AR. Built with React Native.","null","JavaScript","null",1724,"null"
"[""computer-vision"",""projection"",""stereokit""]","2018-09-27T01:49:21Z","fanoping/Computer-Vision",9,"projection Computer Vision: from Recognition to Geometry @ National Taiwan University (2018, Fall)","null","Python","null",659679,"null"
"[]","2018-07-26T16:20:43Z","fardhanardhi/polinemaps",3,"🎓 Polinema in Augmented Reality","null","C#","null",41010,"null"
"[""arkit"",""ios"",""swift""]","2017-06-06T11:02:24Z","farice/ARShooter",799,"A demo Augmented Reality shooter made with ARKit in Swift (iOS 11)","null","Swift","null",2870,"null"
"[]","2016-09-09T11:19:15Z","fatalhck/findr",8,"Geolocation + Sensors + Augmented Reality","null","Swift","null",59,"null"
"[]","2019-08-11T12:18:36Z","fatihksubasi/spaam",3,"Python implementation of SPAAM (Single point active alignment method) for optical see-through HMD calibration for AR","null","Python","null",819,"null"
"[""android"",""arcore"",""unity"",""unity3d""]","2020-03-22T16:34:59Z","fazil47/ShowroomAR",7,"AR car showroom made with Unity and Google Arcore for Android.","null","C#","null",168391,"null"
"[""a-frame"",""ar-js"",""three-js""]","2020-04-01T16:02:08Z","fcor/molecular-mirror-app",10,"MoleculARweb is a website for chemistry and structural biology education through augmented reality","null","JavaScript","null",83894,"null"
"[""aruco"",""marker"",""opencv""]","2018-08-09T11:24:53Z","fdcl-gwu/aruco-markers",117,"marker Working examples/tutorial for detection and pose estimation of ArUco markers with C++","null","C++","null",2935,"null"
"[""ai""]","2019-12-08T16:51:13Z","felixplomer/AI-meets-AR_Hackathon-20191211",3,"ai Object Detection and Augmented Reality trained / focussed on LEGO models. The target is to detect real lego models and show the ""digital twin"" (3D Model)","null","C#","null",265287,"null"
"[""grasshopper""]","2016-04-02T22:51:13Z","fellesverkstedet/Bark-beetle-parametric-toolpaths",58,"A grasshopper plugin for digital fabrication. Enables direct fabrication of geometry with 3D printers, CNC milling, Laser cutters, Robot arms and more. Also featuring 1:1 augmented reality toolpath projections.","null","Python","null",222197,"null"
"[""a-frame"",""ar-js"",""django"",""vue-js"",""web""]","2019-08-22T12:29:32Z","fga-eps-mds/2019.2-ArBC",11,"O ArBC é uma aplicação web baseada nas APIs de RA (Realidade Aumentada) ar-js e A-Frame , que tem como objetivo tornar o processo de alfabetização mais interativo e engajante por meio desta tecnologia. Wiki:","null","TypeScript","null",31249,"null"
"[""ar-js""]","2018-06-14T04:07:33Z","filmboy3/AugmentedRealityBizCard",6,"Augmented Reality Business Card (using ar-js )","null","HTML","null",10,"null"
"[]","2017-10-08T13:45:14Z","firat-sivrikaya/Augma",14,"Leave notes by using the power of Augmented Reality | Award-winning AR Social Media","null","Java","null",25221,"null"
"[]","2019-04-09T08:54:21Z","fizruk/lambdaconf-2019-workshop",9,"LambdaConf 2019 workshop «Augmenting Reality in Haskell».","null","Haskell","null",79843,"null"
"[""android"",""arcore"",""opengl""]","2017-12-01T12:43:05Z","florent37/Google-ARCore-Playground",68,"Exploring Augmented Reality with google's sdk ARCore","null","Java","null",1833,"null"
"[""android"",""aruco"",""opencv"",""opengl""]","2019-08-29T06:00:26Z","forestsen/CVGLBasedSimpleAndroidAR",5,"OpenCV + OpenGL based simple Android AR program.","null","C++","null",1758,"null"
"[""a-frame"",""ar-js"",""es6"",""jsartoolkit"",""web""]","2017-04-28T10:51:49Z","freinbichler/ar-room-availability",10,"A web -based augmented reality application to visualize room availability","null","JavaScript","null",503,"null"
"[""app"",""ios"",""react-native""]","2018-01-24T20:17:11Z","fsa-1710-breadcrumbs/breadcrumbs",11,"Breadcrumbs is an augmented reality React-Native iOS app inspired by Hansel and Gretel.","null","JavaScript","null",3125,"null"
"[""app"",""ios"",""react-native""]","2018-01-31T20:06:27Z","fsa-1710-breadcrumbs/breadcrumbs-server",5,"Breadcrumbs is an augmented reality React-Native iOS app inspired by Hansel and Gretel.","null","JavaScript","null",669,"null"
"[""unity""]","2017-10-09T11:57:05Z","fvcaputo/virtualtheatre",7,"An AR application that displays motion capture data.","null","C#","null",168627,"null"
"[""cloud""]","2018-02-07T23:10:06Z","garretthogan/ayyyylmao",6,"www.ayyyylmao.com","null","HTML","null",11,"null"
"[""instagram"",""sparkar""]","2018-10-24T20:45:40Z","gcorallo/SparkArShaders",174,"Ar Studio / Ar sparkar shaders.","null","JavaScript","null",1713,"null"
"[""ai""]","2017-06-23T07:29:18Z","geekplux/AR-AI-VIS-demo",70,"a demo with AR, AI , Visualization","null","JavaScript","null",64,"null"
"[""arcore"",""unity""]","2018-08-31T15:48:38Z","geoffhtaylor/CityEngine-ArCore-Unity",17,"arcore CityEngine Augmented Reality template for Unity ARCore","null","C#","null",12267,"null"
"[""android"",""vuforia""]","2018-04-24T13:40:07Z","geometalab/GhostAR",3,"Fange die Geister / Catch the ghosts: Experimental augmented reality game for Android mobiles based on Vuforia","null","C#","null",161335,"null"
"[""android"",""arcore"",""flutter""]","2019-04-24T07:59:29Z","giandifra/arcore_flutter_plugin",276,"Flutter plugin for ARCore SDK, Android platform to build new augmented reality experiences","null","Kotlin","null",44010,"null"
"[""android"",""marker"",""opencv""]","2016-08-26T14:26:26Z","giorgiobasile/marker-ar",15,"Augmented Reality Marker Detector for Android with OpenCV ","null","Java","null",28739,"null"
"[""android"",""opencv"",""opengl""]","2018-04-23T01:56:14Z","gitDanilo/CorpusVR",7,"Hand tracking with augmented reality using OpenCV and OpenGL","null","Java","null",31901,"null"
"[""mixed-reality"",""xrtk""]","2020-11-17T20:43:22Z","gizemdal/remote-rendering",7,"xrtk Remote real-time GPU ray tracing powered by NVIDIA OptiX 7.2.0 for XR Platforms","null","C++","null",799888,"null"
"[""computer-vision""]","2018-02-10T02:16:58Z","glennglennglenn/augmented-reality",57,"Snapchat -like augmented reality filters","null","Python","null",196,"null"
"[""a-frame"",""three-js""]","2017-02-15T13:41:18Z","gmarty/all-saints-ar",10,"An AR experiment using computer vision in the browser.","null","JavaScript","null",1344,"null"
"[""arcore"",""arkit"",""vr"",""web"",""webar"",""webgl"",""webvr"",""webxr""]","2017-11-14T22:05:47Z","google-ar/WebAR-Article",228,"arcore webar arkit arcore WebAR-Article is a responsive and information rich website that is progressively enhanced with Augmented Reality content exposed through experimental web technologies.","null","JavaScript","null",1291,"null"
"[""app"",""arcore"",""arkit"",""ios"",""web"",""webar""]","2017-08-25T19:31:06Z","google-ar/WebARonARKit",719,"arcore webar arkit An experimental app for iOS that lets developers create Augmented Reality (AR) experiences using web technologies.","null","Objective-C","null",983,"null"
"[""arcore"",""web"",""webvr""]","2017-01-10T16:41:26Z","google-ar/WebARonTango",383,"arcore A proposal to provide Augmented Reality (AR) capabilities to the web in the form of a prototype on top of WebVR built in Chromium.","null","C++","null",353946,"null"
"[""ai"",""computer-vision"",""ml"",""pytorch"",""tensorflow""]","2020-10-19T21:58:41Z","google-research-datasets/Objectron",1462,"ai Objectron is a dataset of short, object-centric video clips. In addition, the videos also contain AR session metadata including camera poses, sparse point-clouds and planes. In each video, the camera moves around and above the object and captures it from different views. Each object is annotated with a 3D bounding box. The 3D bounding box describes the object’s position, orientation, and dimensions. The dataset contains about 15K annotated video clips and 4M annotated images in the following categories: bikes, books, bottles, cameras, cereal boxes, chairs, cups, laptops, and shoes","null","Jupyter Notebook","null",40424,"null"
"[""android"",""daydream"",""ios"",""linux"",""vr"",""windows""]","2017-06-08T21:04:19Z","google/lullaby",1083,"A collection of C++ libraries designed to help teams develop virtual and augmented reality experiences","null","C++","null",6613,"null"
"[""gltf"",""magicleap"",""three-js"",""web"",""webar"",""webxr""]","2018-10-18T16:05:16Z","google/model-viewer",3077,"webar Easily display interactive 3D models on the web and in AR! ","null","TypeScript","null",3028733,"null"
"[""api"",""webxr""]","2018-05-08T15:04:14Z","googlecodelabs/ar-with-webxr",94,"Building an augmented reality application with the WebXR Device API","null","JavaScript","null",2659,"null"
"[""android"",""arcore""]","2020-07-21T18:39:03Z","googlecodelabs/display-nearby-places-ar-android",3,"Starter and solution code for ""Display nearby places in AR on Android in Kotlin"" codelab.","null","Kotlin","null",187,"null"
"[""firebase"",""swift""]","2017-04-11T14:23:51Z","grandiere/box",7,"The Grid: Augmented Reality Cyberspace","null","Swift","null",80702,"null"
"[]","2017-01-24T11:48:30Z","guilhermemauro/tictactoeCV",3,"This is a tic tac toe with Image Recognition and Augmented reality.","null","Python","null",13,"null"
"[]","2019-06-13T19:13:49Z","guille0/hazymaze",55,"Reads and plays mazes in augmented reality","null","Python","null",994,"null"
"[""ai""]","2019-08-15T13:03:15Z","guille0/space-chess",15,"Augmented reality 3D chess with a basic C++ AI using Cython","null","Python","null",2238,"null"
"[""react"",""react-native"",""viromedia""]","2017-11-01T00:14:31Z","gusgard/viro-AR-playground",5,"🖼️ Testing Viro AR and RN","null","JavaScript","null",79971,"null"
"[]","2016-11-19T00:22:14Z","gustavohbf/robotoy",3,"Augmented reality in a shooting game with real robots","null","Java","null",19612,"null"
"[""arkit"",""ios"",""scenekit"",""swift""]","2019-06-11T12:47:39Z","hadiidbouk/MarvelAR",20,"MarvelAR is an iOS application that present Marvel Heroes 3D Models Using ARKit.","null","Swift","null",142278,"null"
"[]","2017-05-27T15:26:49Z","hamedn/ARCad",4,"3D Augmented Reality CAD Editor","null","C#","null",54478,"null"
"[""opencv"",""projection""]","2017-01-17T16:49:14Z","hamza-ghufran/ar_sandbox",3,"Realtime Terrain Manipulation. Using Kinect and a projection .","null","C++","null",46,"null"
"[""easyar"",""unity3d""]","2020-07-07T03:00:50Z","hamzafarooq009/PianoTunesAR",9,"Use AR to project your favorite digitally-recorded piano video song from YouTube over your piano to learn by following along.","null","C#","null",210492,"null"
"[""arkit""]","2018-09-22T20:59:28Z","hanleyweng/AR-TextPad",3,"Typing in Augmented Reality demo. (Uses stereo ARKit with wireless keyboard 😎🎹).","null","Swift","null",12140,"null"
"[""ai"",""arkit"",""coreml"",""ios"",""ml""]","2017-07-14T08:33:22Z","hanleyweng/CoreML-in-ARKit",1503,"ai Simple project to detect objects and display 3D labels above them in AR. This serves as a basic Template for an ARKit project to use CoreML .","null","Swift","null",25091,"null"
"[""arkit"",""computer-vision"",""coreml"",""ios"",""ml""]","2017-10-22T18:15:34Z","hanleyweng/Gesture-Recognition-101-CoreML-ARKit",290,"Simple project to recognize hands in realtime. 👋 Serves as an Example for building your own object recognizer.","null","Swift","null",13243,"null"
"[""arkit"",""phone"",""scenekit"",""vr""]","2017-07-08T12:51:21Z","hanleyweng/iOS-ARKit-Headset-View",122,"Make your ARKit experiment compatible with phone VR /AR headsets*. A Template using SceneKit . Useful for playing with head-worn Mixed Reality, Augmented Reality, Virtual Reality with headtracking, or a mix of everything.","null","Swift","null",1135,"null"
"[""app"",""arkit"",""ios"",""phone"",""vr""]","2017-07-01T09:59:20Z","hanleyweng/iOS-Stereoscopic-ARKit-Template",68,"iOS Augmented Reality App template, modified to support a basic stereoscopic (two side-by-side camera) view. A few lines of code (and storyboard tweaks) to make your ARKit experiment compatible with cheap phone VR headsets* .","null","Swift","null",1027,"null"
"[]","2016-04-10T18:35:51Z","hannabjorgvins/augmented-reality",4,"null","null","Swift","null",698,"null"
"[""windows""]","2018-03-16T17:10:51Z","hannesne/SignalR_WMR_Sample",7,"A small sample to show how to connect a SignalR backend to a Unity-based Windows Mixed Reality project. ","null","C#","null",9859,"null"
"[""hololens""]","2019-04-22T00:47:49Z","hanseuljun/kinect-to-hololens",28,"Kinect to Hololens in real-time","null","C++","null",5080,"null"
"[""unreal""]","2016-06-22T00:39:05Z","haowang1013/UE4-MixeReality",13,"Some stuff for doing mixed reality recording in unreal","null","C++","null",26,"null"
"[""instagram""]","2019-01-04T03:51:04Z","harishkumawat2610/OpenCV_projects",3,"1. Read and Write Images.        2. Detection of faces and its features.        3. Detection of shapes like Circle,rectangle etc in a image. E.g Detection of coin in images.        4. Text recognition in images. e.g Reading Number Plates/        5. Modifying image quality and colors e.g Instagram , CamScanner.        6. Developing Augmented reality apps.       and many more.....","null","Jupyter Notebook","null",6484,"null"
"[""babylonjs"",""mixed-reality"",""vr"",""web""]","2017-11-21T17:22:16Z","haroldma/nucleus3d",3,"❐ The web framework for Mixed-Reality ❑","null","TypeScript","null",1187,"null"
"[""sparkar""]","2020-03-16T13:06:10Z","harrybanda/Rabbit-Coder",24,"Rabbit Coder is an augmented reality puzzle game based on coding, built with sparkar AR Studio","null","JavaScript","null",4108,"null"
"[""app""]","2020-05-19T04:51:31Z","harryzhangOG/dexnet-ar",16,"The official repository of ICRA 2020 paper Dex-Net AR: Distributed Grasp Planning Using a Commodity Cellphone and Augmented Reality App","null","Swift","null",52,"null"
"[]","2018-10-13T14:47:34Z","hasnat-abdullah/MolecularAR_App",3,"This is the 3D representation of chemical molecular by Augmented Reality App.","null","C#","null",11341,"null"
"[""projection""]","2016-09-19T10:01:28Z","hcilab-org/UbiBeamPlusPlus",3,"UbiBeam++ is a mixed reality software toolkit to enable augmentation of an interactive projection surface using optical see-through glasses.","null","C#","null",181977,"null"
"[""6dof"",""hololens"",""vive""]","2018-07-05T13:33:28Z","hcilab/HoloLensBoxAndBlocks",5,"6DOF tracking with Microsoft HoloLens for emulation of prosthesis training exercises","null","C#","null",571747,"null"
"[""arkit"",""ios"",""unity"",""unity3d""]","2017-07-01T00:11:01Z","hdsenevi/unity-arkit-charts-demo",13,"iOS 11 ARKit Charts Demo","null","C#","null",2677,"null"
"[""unity""]","2016-02-20T12:15:50Z","hecomi/QwertyVR",16,"An Unity sample project for my Mixed Reality-based concept, Visual IO.","null","C#","null",21913,"null"
"[]","2017-10-14T02:19:41Z","helluva/Mario-Sketchbook-android",8,":video_game: A pen-and-paper augmented reality platformer. Built at UB Hacking 2017 in Buffalo, NY.","null","Java","null",189948,"null"
"[""a-frame"",""ar-js"",""google-poly"",""vr"",""web"",""webar""]","2018-02-10T19:26:15Z","hemchander23/webar-google-poly-example",9,"Making use of ar-js and a-frame to enable Web based Augmented Reality / WebAR experience. Models are used from Google Poly! 📱","null","HTML","null",6256,"null"
"[""unity3d"",""vuforia""]","2017-03-09T10:26:35Z","hichemcesar24/Flappy-Bird-Augmented-Reality-Vuforia-Unity",3,"Game Augmented Reality Flappy Bird. For Test With Plan: https://howtofoldandotherstuff.files.wordpress.com/2012/11/tarmac.jpg","null","C#","null",49288,"null"
"[""ar-js"",""tensorflow"",""web""]","2020-05-06T12:13:30Z","hiukim/mind-ar-js",92,"ar-js Web Augmented Reality. Natural feature tracking. Image targets. Tensorflow .js","null","JavaScript","null",71940,"null"
"[""app""]","2017-03-14T20:21:05Z","hjgoldman/NeAR-Me",4,"NeAR Me is an augmented reality location category discovery app written in Swift.","null","Swift","null",153,"null"
"[""ai"",""computer-vision"",""scannet""]","2019-03-28T22:07:52Z","hjwdzh/FrameNet",92,"ai FrameNet: Learning Local Canonical Frames of 3D Surfaces from a Single RGB Image","null","Python","null",535,"null"
"[""hololens"",""holotoolkit"",""unity""]","2017-09-20T11:17:46Z","hku-ect/HoloToolkit-Wrapper",3,"Set of wrapper classes for the Microsoft HoloToolkit for Unity & HoloLens","null","C#","null",37222,"null"
"[""mixed-reality"",""unity3d"",""vr""]","2016-11-12T01:06:24Z","holojam/HolojamSDK-Unity",19,"Wireless shared-space mixed reality","null","C#","null",12089,"null"
"[]","2020-01-22T11:21:43Z","hololensresearch/PPIT-Project",5,"Orthopedic surgery tool for Augmented Reality space","null","C#","null",106573,"null"
"[""app"",""phone"",""unity"",""vuforia""]","2018-01-09T11:55:38Z","horefice/MATERIAL",3,"phone Augmented Reality App for Anatomy Learning made with Unity","null","C#","null",334373,"null"
"[""drone"",""projection""]","2018-04-15T00:06:43Z","hovar/hovar-mk1",3,"Hardware designs for first-generation HovAR image-projecting AR drone","null","null","null",2066,"null"
"[""ios"",""swift""]","2017-11-05T00:34:58Z","hungtruong/FacefARt",12," The world's most advanced fart app. Ever.","null","Swift","null",753,"null"
"[]","2019-01-30T09:11:17Z","hwiyoung/GeoAR",3,"An Augmented Reality Application for geospatial data (e.g. cadastral boundary)","null","Java","null",121991,"null"
"[]","2019-03-10T15:00:55Z","hyeonQyu/letssugo",4,"Location-based augmented reality (AR) service for information on Soongsil University campus structure and navigating","null","C#","null",253643,"null"
"[""kudan"",""markerless"",""unity""]","2016-11-06T11:19:55Z","hynra/Location-Based-Markerless-Augmented-Reality",50,"Markerless Augmented Reality based on location made with Unity and Kudan AR SDK","null","C#","null",96508,"null"
"[""app"",""unity"",""vuforia""]","2016-07-29T16:14:53Z","hynra/Unity-5-Vuforia-Augmented-Reality",4,"Simple image target Augmented Reality app using Unity 5 + Vuforia SDK","null","C#","null",70955,"null"
"[""vr""]","2016-04-04T06:58:10Z","iaco79/gearvr_mix_ar",7,"Gear VR mixed Reality using 3d animated models.","null","Java","null",3588,"null"
"[""android"",""android-studio"",""arcore""]","2020-05-10T22:00:49Z","iambaljeet/ArCoreDemo",5,"ArCore basic demo to add 3D model to ArScene.","null","Kotlin","null",13547,"null"
"[""android"",""arcore"",""unity3d"",""unreal""]","2017-08-30T04:24:01Z","iamchathu/awesome-arcore",16,"⚡️ A curated list of awesome ARCore projects and resources. Feel free to contribute!","null","null","null",29,"null"
"[""unity"",""unity3d"",""vuforia""]","2018-03-10T06:21:34Z","iamchathu/awesome-vuforia",8,"⚡️A collection of awesome things regarding Vuforia Augmented Reality SDK. Feel free to contribute!","null","null","null",52,"null"
"[""computer-graphics"",""opencv"",""opengl"",""pose-estimation""]","2017-02-10T01:50:22Z","iantv/AR-Hair",10,"computer-graphics System for trying hairstyle using AR technology","null","C++","null",72825,"null"
"[""ai"",""flask"",""tensorflow"",""webgl""]","2020-11-11T16:15:56Z","ignaciotcrespo/hadouken-AR",7,"flask Augmented reality hadoukens! WebGL + camera, hands detection with tensorflow , and fluids simulation.","null","JavaScript","null",56083,"null"
"[""app"",""web""]","2020-02-08T18:37:50Z","iitsuraj/Augnex",3,"Augmented reality Technex2020. A small web app for AR navigation in IIT(BHU) campus.","null","JavaScript","null",10308,"null"
"[]","2016-03-31T10:09:24Z","ilaro-org/ARSandBox",5,"Augmented reality sand box designed to work with the IDAV -UC Davis- software","null","null","null",3334,"null"
"[""cloud"",""mixed-reality"",""xrtk""]","2019-06-07T04:54:53Z","immersal/arcloud-sdk-samples",54,"xrtk Immersal AR Cloud SDK Samples","null","C#","null",212376,"null"
"[""spatial""]","2020-03-07T12:46:34Z","immersive-arts/Blimpy",3,"an artistic framework for creating a spatial augmented reality experience with helium blimps","null","Max","null",19186,"null"
"[""web"",""webxr"",""xrtk""]","2019-08-15T22:01:08Z","immersive-web/ar-common",9,"web xrtk A repo for discussing and capturing information about cross-API aspects of augmented reality ","null","null","null",3,"null"
"[""web"",""webxr""]","2020-09-08T19:17:53Z","immersive-web/depth-sensing",30,"web Specification: https://immersive-web.github.io/depth-sensing/ Explainer: https://github.com/immersive-web/depth-sensing/blob/main/explainer.md","null","Makefile","null",262,"null"
"[""api"",""web"",""webxr""]","2018-10-31T17:33:01Z","immersive-web/lighting-estimation",17,"web A proposal for adding lighting estimation API to WebXR Device API. Feature lead: Kip Gilbert","null","Makefile","null",134,"null"
"[""api"",""web"",""webxr""]","2019-04-08T17:16:59Z","immersive-web/real-world-geometry",42,"web Additions to WebXR Device API for exposing real world data (Lead: Piotr Bialecki). Plane detection: https://immersive-web.github.io/real-world-geometry/plane-detection.html","null","Makefile","null",112,"null"
"[""api"",""web"",""webxr""]","2016-03-14T23:30:00Z","immersive-web/webxr",2179,"Repository for the WebXR Device API Specification.","null","JavaScript","null",10043,"null"
"[""web"",""webxr""]","2019-07-30T17:08:09Z","immersive-web/webxr-ar-module",64,"web Repository for the WebXR Augmented Reality Module","null","Makefile","null",4157,"null"
"[""web"",""webxr""]","2019-07-29T20:20:50Z","immersive-web/webxr-gamepads-module",20,"web Repository for the WebXR Gamepads Module","null","Makefile","null",4029,"null"
"[""web"",""webxr""]","2019-02-01T03:56:09Z","immersive-web/webxr-input-profiles",88,"web WebXR Gamepad assets, source library, and schema","null","JavaScript","null",121496,"null"
"[""api"",""cardboard"",""polyfill"",""react-native"",""vr"",""web"",""webvr"",""webxr"",""xrtk""]","2018-03-21T23:52:46Z","immersive-web/webxr-polyfill",265,"web xrtk Use the WebXR Device API today, providing fallbacks to react-native WebVR 1.1 and Cardboard","null","JavaScript","null",959,"null"
"[""api"",""web"",""webxr""]","2017-08-02T21:34:00Z","immersive-web/webxr-samples",525,"web Samples to demonstrate use of the WebXR Device API","null","HTML","null",429854,"null"
"[""android"",""app"",""google-glass""]","2018-04-08T10:17:05Z","inckie/AGKaraoke",8,"Basic karaoke app for Android and Google Glass","null","Java","null",265,"null"
"[""tango""]","2016-05-02T09:28:09Z","inovex/tango-ar-navigation-example",40,"tango Small example implementation of an augmented reality path finding navigation using Project Tango","null","Java","null",2024,"null"
"[""react-native"",""three-js""]","2018-10-11T18:53:54Z","io-pan/SOL-ReactNative",4,"Augmented Reality application that displays the sun path (three.js) over camera preview.","null","HTML","null",41407,"null"
"[""ar-js"",""artoolkit"",""three-js"",""webar"",""webrtc""]","2019-04-21T16:57:40Z","iondrimba/augmented-reality",12,":ghost: Playing with ar-js","null","JavaScript","null",4966,"null"
"[""arkit"",""swift""]","2017-08-11T15:33:38Z","iosRevisited/ARKitAddingCube",3,"Augmented Reality example by using ARKit released by apple in Swift 4.","null","Swift","null",9,"null"
"[""android"",""app"",""cordova"",""ionic"",""phone""]","2018-07-11T08:54:27Z","itspk/findmycar",3,"Find My Car - An Augmented Reality (AR) cross platform phone app to assist with finding car indoor and outdoor using inertial measurements or gps.","null","null","null",6,"null"
"[]","2019-10-02T13:05:22Z","itssmutnuri/AugPy",6,"A Python based Augmented Reality library","null","Python","null",850,"null"
"[""arkit"",""ios"",""swift""]","2018-09-24T03:34:59Z","ittybittyapps/ARRecorder",68,"Example of using ARKit's private SPI to record and replay session sensor data","null","Swift","null",293,"null"
"[""arkit"",""ios"",""swift""]","2018-12-03T01:09:34Z","ittybittyapps/ARVisualizer",106,"Prototype of a real-time visualization tool for ARKit sessions","null","Swift","null",4692,"null"
"[]","2017-08-21T08:13:24Z","ivaylopg/MixedRealityStudio",5,"Materials for ""CSMA 113 - Mixed Reality Studio"" at Woodbury University - Spring 2020","null","C#","null",308692,"null"
"[""app"",""arkit"",""ios"",""ipados"",""nativescript"",""swift""]","2020-12-02T02:10:27Z","ivedants/Magic-Media-native-iOS-iPadOS-AR-App",6,"Magic Media is an award-winning experimental nativescript iOS/iPadOS application based on Augmented Reality (AR) that focuses on augmenting physical forms of media such as magazines, dollar bills, instruction manuals, etc. It delivers its users various options to interact with several sections of the physical media with images/text and then convert them into videos or 3D models specifically. This will help the user understand the information better in various ways of interaction, which is majorly made possible by AR. It also supports voice commands to help the user navigate through the app and have a more friendly and immersive experience.","null","Swift","null",425827,"null"
"[""rust""]","2018-07-14T21:44:58Z","jackpot51/friar",10,"Free Rust Implementation of Augmented Reality (WIP)","null","Rust","null",523,"null"
